IATA,id,name,city,country,ICAO,latitude,longitude,altitude,timezone,dst,tz,type,source,CRIMINAL ACTORS (AVERAGE),MAFIA-STYLE GROUPS,CRIMINAL NETWORKS,STATE-EMBEDDED ACTORS,FOREIGN ACTORS,CRIMINAL MARKETS (AVERAGE),HUMAN TRAFFICKING,HUMAN SMUGGLING,ARMS TRAFFICKING,FLORA CRIMES,FAUNA CRIMES,"NON-RENEWABLE
NON-RENEWABLE RESOURCE CRIMES",HEROIN TRADE,COCAINE TRADE,CANNABIS TRADE,SYNTHETIC DRUG TRADE,RESILIENCE (AVERAGE),POLITICAL LEADERSHIP AND GOVERNANCE,GOVERNMENT TRANSPARENCY AND ACCOUNTABILITY,INTERNATIONAL COOPERATION,NATIONAL POLICIES AND LAWS,JUDICIAL SYSTEM AND DETENTION,LAW ENFORCEMENT,TERRITORIAL INTEGRITY,ANTI-MONEY LAUNDERING SYSTEMS,ECONOMIC REGULATORY CAPACITY,VICTIM AND WITNESS SUPPORT,PREVENTION,NON-STATE ACTORS,population,in_cites_2021,in_cites_2016,in_cites_2017,in_cites_2018,in_cites_2019,in_cites_2020,degree_full,between_full,close_full,eigen_full,pr_full,degree_in_full,degree_out_full,origin_count,transit_count,destination_count,seizure_count,incident_counts,binary_incident_observed,binary_origin_observed,binary_destination_observed,binary_transit_observed
MYQ,7774,Mysore Airport,Mysore,india,VOMY,12.23,76.655833,2349,5.5,U,Asia/Calcutta,airport,OurAirports,4.75,3.5,6,6,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.25,4,5.5,7.5,4.5,5,5.5,6.5,6,5,3.5,5,5,920550,1,1,1,1,1,0,0.001552795,0,0.087017248,0.001769732,0.000290097,0.001035197,0.000517598,1,0,0,1,1,1,1,0,0
TCR,9842,Tuticorin Airport,Thoothukudi,india,,8.724167,78.025833,129,5.5,N,Asia/Calcutta,airport,User,4.75,3.5,6,6,3.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,5.25,4,5.5,7.5,4.5,5,5.5,6.5,6,5,3.5,5,5,237830,1,1,1,1,1,0,0.000517598,0,0.08702652,0.001248435,0.000273111,0.000517598,0,0,0,0,0,0,0,0,0,0
KNS,6278,King Island Airport,King Island,australia,YKII,-39.87749863,143.8780059814453,132,10,O,Australia/Melbourne,airport,OurAirports,4.25,5,6,2,4,3.75,3.5,3,3.5,3,3.5,2,3.5,5,3.5,7,7.96,8,8.5,9,8,8,8,9,7,7,7.5,7.5,8,1570,1,1,0,1,1,0,0.000517598,0,0.082458125,0.00064523,0.000258021,0.000517598,0,0,0,0,0,0,0,0,0,0
FLW,1625,Flores Airport,Flores,portugal,LPFL,39.455299377441406,-31.13139915,112,-1,E,Atlantic/Azores,airport,OurAirports,5,4.5,6,4.5,5,4.1,4.5,4,4,3.5,3.5,3,4.5,5,4.5,4.5,6.46,7,5.5,7.5,7,5.5,7.5,6,6.5,5.5,7,5.5,7,1831000,1,1,1,1,1,0,0.001552795,0,0.091065062,0.002240172,0.001060181,0.001552795,0,0,0,0,0,0,0,0,0,0
SJZ,1639,São Jorge Airport,Sao Jorge Island,portugal,LPSJ,38.66550064086914,-28.17580032,311,-1,E,Atlantic/Azores,airport,OurAirports,5,4.5,6,4.5,5,4.1,4.5,4,4,3.5,3.5,3,4.5,5,4.5,4.5,6.46,7,5.5,7.5,7,5.5,7.5,6,6.5,5.5,7,5.5,7,9171,1,1,1,1,1,0,0.001035197,0,0.090838509,0.002050972,0.000719505,0.001035197,0,0,0,0,0,0,0,0,0,0
ERF,339,Erfurt Airport,Erfurt,germany,EDDE,50.97980117797852,10.958100318908691,1036,1,E,Europe/Berlin,airport,OurAirports,5,5,6.5,2,6.5,4.8,5.5,7,6,1.5,3.5,2.5,4.5,6.5,5,6,7.67,7,7.5,8,8,7.5,7.5,9,6.5,7,8,8,8,206384,1,1,1,1,1,0,0.002587992,0,0.091167653,0.010221049810049655,0.000383721,0.002587992,0,0,0,0,0,0,0,0,0,0
KSF,400,Kassel-Calden Airport,Kassel,germany,EDVK,51.417273,9.384967,820,1,E,Europe/Berlin,airport,OurAirports,5,5,6.5,2,6.5,4.8,5.5,7,6,1.5,3.5,2.5,4.5,6.5,5,6,7.67,7,7.5,8,8,7.5,7.5,9,6.5,7,8,8,8,196496,1,1,1,1,1,0,0.000517598,0,0.078394008,0.000580813,0.000257842,0.000517598,0,0,0,0,0,0,0,0,0,0
ONQ,7821,Zonguldak Airport,Zonguldak,turkey,LTAS,41.50640106,32.08860016,39,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,213544,1,1,1,1,1,1,0.000517598,0,0.079055664,0.000540867,0.000249702,0.000517598,0,0,0,0,0,0,0,0,0,0
GDZ,6933,Gelendzhik Airport,Gelendzhik,russia,URKG,44.58209263,38.01248074,98,3,N,Europe/Moscow,airport,OurAirports,6.38,4.5,7.5,8.5,5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,4.04,4,3,4.5,5.5,4,4.5,5.5,4,4,2.5,3.5,3.5,77212,1,0,0,0,0,0,0.000517598,0,0.097231476,0.005094951,0.000278928,0.000517598,0,0,0,0,0,0,0,0,0,0
ABT,2061,Al Baha Airport,El-baha,saudi arabia,OEBA,20.29610062,41.63430023,5486,3,U,Asia/Riyadh,airport,OurAirports,5.13,3,6.5,8,3,6.9,8.5,7.5,8,5,7,7,6.5,5.5,6.5,7.5,4.29,3,3.5,5,4.5,3,4.5,5,5.5,5,4.5,5,3,10716322,1,0,0,0,0,0,0.001035197,0,0.086936772,0.001755305,0.00028002,0.001035197,0,0,0,0,0,0,0,0,0,0
AJF,5925,Al-Jawf Domestic Airport,Al-Jawf,saudi arabia,OESK,29.78510093688965,40.09999847412109,2261,3,U,Asia/Riyadh,airport,OurAirports,5.13,3,6.5,8,3,6.9,8.5,7.5,8,5,7,7,6.5,5.5,6.5,7.5,4.29,3,3.5,5,4.5,3,4.5,5,5.5,5,4.5,5,3,508475,1,0,0,0,0,0,0.001035197,0,0.092231608,0.003623763,0.000290106,0.001035197,0,0,0,0,0,0,0,0,0,0
AQI,2076,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,saudi arabia,OEPA,28.335199,46.125099,1174,3,U,Asia/Riyadh,airport,OurAirports,5.13,3,6.5,8,3,6.9,8.5,7.5,8,5,7,7,6.5,5.5,6.5,7.5,4.29,3,3.5,5,4.5,3,4.5,5,5.5,5,4.5,5,3,300642,1,0,0,0,0,0,0.000517598,0,0.091696544,0.003527123,0.000286447,0.000517598,0,0,0,0,0,0,0,0,0,0
BHH,2062,Bisha Airport,Bisha,saudi arabia,OEBH,19.984399795532227,42.62089920043945,3887,3,U,Asia/Riyadh,airport,OurAirports,5.13,3,6.5,8,3,6.9,8.5,7.5,8,5,7,7,6.5,5.5,6.5,7.5,4.29,3,3.5,5,4.5,3,4.5,5,5.5,5,4.5,5,3,205346,1,0,0,0,0,0,0.000517598,0,0.072839593,9.663971877925642e-05,0.000250486,0.000517598,0,0,0,0,0,0,0,0,0,0
EAM,2075,Nejran Airport,Nejran,saudi arabia,OENG,17.611400604248047,44.4192009,3982,3,U,Asia/Riyadh,airport,OurAirports,5.13,3,6.5,8,3,6.9,8.5,7.5,8,5,7,7,6.5,5.5,6.5,7.5,4.29,3,3.5,5,4.5,3,4.5,5,5.5,5,4.5,5,3,505652,1,0,0,0,0,0,0.001035197,0,0.091963298,0.005185789,0.000315981,0.001035197,0,0,0,0,0,0,0,0,0,0
GIZ,2066,Jizan Regional Airport,Gizan,saudi arabia,OEGN,16.901100158691406,42.58580017089844,20,3,U,Asia/Riyadh,airport,OurAirports,5.13,3,6.5,8,3,6.9,8.5,7.5,8,5,7,7,6.5,5.5,6.5,7.5,4.29,3,3.5,5,4.5,3,4.5,5,5.5,5,4.5,5,3,134764,1,0,0,0,0,0,0.001552795,0,0.092467667,0.005282428,0.00031964,0.001552795,0,0,0,0,0,0,0,0,0,0
RAE,2084,Arar Domestic Airport,Arar,saudi arabia,OERR,30.90660095214844,41.13819885253906,1813,3,U,Asia/Riyadh,airport,OurAirports,5.13,3,6.5,8,3,6.9,8.5,7.5,8,5,7,7,6.5,5.5,6.5,7.5,4.29,3,3.5,5,4.5,3,4.5,5,5.5,5,4.5,5,3,166512,1,0,0,0,0,0,0.000517598,0,0.091696544,0.003527123,0.000286447,0.000517598,0,0,0,0,0,0,0,0,0,0
URY,2068,Gurayat Domestic Airport,Guriat,saudi arabia,OEGT,31.412413,37.278898,1672,3,U,Asia/Riyadh,airport,OurAirports,5.13,3,6.5,8,3,6.9,8.5,7.5,8,5,7,7,6.5,5.5,6.5,7.5,4.29,3,3.5,5,4.5,3,4.5,5,5.5,5,4.5,5,3,147550,1,0,0,0,0,0,0.000517598,0,0.091696544,0.003527123,0.000286447,0.000517598,0,0,0,0,0,0,0,0,0,0
ULH,8381,Majeed Bin Abdulaziz Airport,Al-Ula,saudi arabia,OEAO,26.48,38.12888889,2050,3,N,Asia/Riyadh,airport,OurAirports,5.13,3,6.5,8,3,6.9,8.5,7.5,8,5,7,7,6.5,5.5,6.5,7.5,4.29,3,3.5,5,4.5,3,4.5,5,5.5,5,4.5,5,3,25808,1,0,0,0,0,0,0.000517598,0,0.091696544,0.003527123,0.000286447,0.000517598,0,0,0,0,0,0,0,0,0,0
BRN,1676,Bern Belp Airport,Bern,switzerland,LSZB,46.91410065,7.497149944309999,1674,1,E,Europe/Zurich,airport,OurAirports,4.38,4.5,4,1.5,7.5,4.3,5,3,6.5,1.5,3,7,2.5,5.5,5.5,3.5,7.13,9,6.5,7.5,6.5,7,7.5,8.5,5,6,8,6,8,125681,1,1,1,1,1,0,0.001035197,0,0.089426828,0.002055437,0.000252506,0.001035197,0,0,0,0,0,0,0,0,0,0
HMA,6138,Khanty Mansiysk Airport,Khanty-Mansiysk,russia,USHH,61.02849960327149,69.08609771728516,76,5,N,Asia/Yekaterinburg,airport,OurAirports,6.38,4.5,7.5,8.5,5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,4.04,4,3,4.5,5.5,4,4.5,5.5,4,4,2.5,3.5,3.5,98485,1,0,0,0,0,0,0.00310559,0,0.088586514,0.002000077,0.001175183,0.00310559,0,0,0,0,0,0,0,0,0,0
ADF,5800,Adıyaman Airport,Adiyaman,turkey,LTCP,37.73139954,38.46889877,2216,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,632459,1,1,1,1,1,1,0.000517598,0,0.10185222244179676,0.007142842,0.000265219,0.000517598,0,0,0,0,0,0,0,0,0,0
AJI,5799,Ağrı Airport,Agri,turkey,LTCO,39.65454102,43.025978088378906,5462,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,149188,1,1,1,1,1,1,0.001035197,0,0.10576266463142144,0.009350171,0.00057418,0.001035197,0,0,0,0,0,0,0,0,0,0
AOE,6780,Anadolu Airport,Eskissehir,turkey,LTBY,39.809898,30.5194,2588,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,887475,1,1,1,1,1,1,0.000517598,0,0.084103448,0.000923626,0.000251268,0.000517598,0,0,0,0,0,0,0,0,0,0
BGG,9272,Bingöl Çeltiksuyu Airport,Bingol,turkey,LTCU,38.85926056,40.59596252,3506,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,160165,1,1,1,1,1,1,0.001035197,0,0.10576266463142144,0.009350171,0.00057418,0.001035197,0,0,0,0,0,0,0,0,0,0
CKZ,6781,Çanakkale Airport,Canakkale,turkey,LTBH,40.13769913,26.42679977,23,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,540662,1,1,1,1,1,1,0.000517598,0,0.089029205,0.00220733,0.000555788,0.000517598,0,0,0,0,0,0,0,0,0,0
IGD,9043,Iğdır Airport,Igdir,turkey,LTCT,39.97662735,43.87664795,3101,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,137613,1,1,1,1,1,1,0.001035197,0,0.10576266463142144,0.009350171,0.00057418,0.001035197,0,0,0,0,0,0,0,0,0,0
KSY,5796,Kars Airport,Kars,turkey,LTCF,40.562198638916016,43.11500168,5889,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,115891,1,1,1,1,1,1,0.001552795,0,0.10614881634812845,0.010072050797097163,0.000583042,0.001552795,0,0,0,0,0,0,0,0,0,0
ISE,5801,Süleyman Demirel International Airport,Isparta,turkey,LTFC,37.85540009,30.36840057,2835,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,441412,1,1,1,1,1,1,0.000517598,0,0.10185222244179676,0.007142842,0.000265219,0.000517598,0,0,0,0,0,0,0,0,0,0
KFS,9273,Kastamonu Airport,Kastamonu,turkey,LTAL,41.31420135498047,33.795799255371094,3520,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,148931,1,1,1,1,1,1,0.000517598,0,0.10185222244179676,0.007142842,0.000265219,0.000517598,0,0,0,0,0,0,0,0,0,0
KZR,9045,Zafer Airport,Kutahya,turkey,LTBZ,39.113079,30.128111,3327,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,266784,1,1,1,1,1,1,0.000517598,0,0.10185222244179676,0.007142842,0.000265219,0.000517598,0,0,0,0,0,0,0,0,0,0
NAJ,6090,Nakhchivan Airport,Nakhchivan,azerbaijan,UBBN,39.18880081176758,45.45840072631836,2863,4,E,Asia/Baku,airport,OurAirports,6,5.5,5.5,7.5,5.5,4.15,4.5,3,3,3.5,3.5,6,6,3,5,4,4.08,3.5,3.5,5.5,4,2.5,4,5,4.5,4,4,5,3.5,94500,1,0,1,1,0,0,0.000517598,0,0.10185222244179676,0.007142842,0.000265219,0.000517598,0,0,0,0,0,0,0,0,0,0
NOP,6783,Sinop Airport,Sinop,turkey,LTCM,42.01580048,35.06639862,20,3,E,Europe/Istanbul,airport,OurAirports,7.38,8,7.5,9,5,6.4,7,9,9,4,3,9.5,8,4,5,5.5,3.54,3,3,3.5,4.5,2,3,6.5,2,4,4,3.5,3.5,216460,1,1,1,1,1,1,0.000517598,0,0.10185222244179676,0.007142842,0.000265219,0.000517598,0,0,0,0,0,0,0,0,0,0
INH,976,Inhambane Airport,Inhambane,mozambique,FQIN,-23.87639999,35.40850067138672,30,2,U,Africa/Maputo,airport,OurAirports,7,3.5,8,9,7.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,6,5,5,7,6.5,5.5,6,6,5.5,6,5.5,5.5,6,79724,1,0,0,0,0,0,0.001035197,0,0.09120053,0.001872126,0.000370661,0.001035197,0,0,0,0,0,0,0,0,0,0
VPY,5637,Chimoio Airport,Chimoio,mozambique,FQCH,-19.15130043,33.42900085449219,2287,2,U,Africa/Maputo,airport,OurAirports,7,3.5,8,9,7.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,6,5,5,7,6.5,5.5,6,6,5.5,6,5.5,5.5,6,372821,1,0,0,0,0,0,0.000517598,0,0.077791162,0.000272299,0.000298379,0.000517598,0,0,0,0,0,0,0,0,0,0
VXE,1106,São Pedro Airport,Sao Vicente Island,cape verde,GVSV,16.833200454711914,-25.05529976,66,-1,U,Atlantic/Cape_Verde,airport,OurAirports,4.38,2.5,4,4,7,3.7,4.5,2,2.5,2.5,4,1,4,7,5,4.5,6.33,6.5,6,8.5,7,7,6,7.5,5,6,3.5,6,7,83467,1,0,0,0,0,0,0.002587992,0,0.10194322392196402,0.007480065,0.00068565,0.002587992,0,0,0,0,0,0,0,0,0,0
LWN,3965,Gyumri Shirak Airport,Gyumri,armenia,UDSG,40.75040054,43.859298706100006,5000,4,E,Asia/Yerevan,airport,OurAirports,3.13,3,3,3.5,3,3.4,3.5,2,2.5,4,4.5,3.5,4,2,4,4,5.71,6,6,6.5,6,4.5,6,5.5,6,5.5,5.5,5,6,121976,1,0,0,0,0,0,0.000517598,0,0.086787601,0.001129169,0.000250921,0.000517598,0,0,0,0,0,0,0,0,0,0
ACV,4384,California Redwood Coast-Humboldt County Airport,Arcata CA,united states,KACV,40.978101,-124.109,221,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,18257,1,1,1,0,0,0,0.000517598,0,0.1026573490703058,0.007410656,0.000347225,0.000517598,0,0,0,0,0,0,0,0,0,0
AOO,3694,Altoona Blair County Airport,Altoona,united states,KAOO,40.29639816,-78.31999969,1503,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,43702,1,1,1,0,0,0,0.000517598,0,0.099881149,0.005596279,0.000275661,0.000517598,0,0,0,0,0,0,0,0,0,0
JST,4169,John Murtha Johnstown Cambria County Airport,Johnstown,united states,KJST,40.31610107421875,-78.83390045,2284,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,19447,1,1,1,0,0,0,0.000517598,0,0.099881149,0.005596279,0.000275661,0.000517598,0,0,0,0,0,0,0,0,0,0
ASE,7001,Aspen-Pitkin Co/Sardy Field,Aspen,united states,KASE,39.22320175,-106.8690033,7820,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,7365,1,1,1,0,0,0,0.001035197,0,0.10035677314404022,0.006954292,0.000265725,0.001035197,0,0,0,0,0,0,0,0,0,0
CLD,4088,Mc Clellan-Palomar Airport,Carlsbad,united states,KCRQ,33.12829971,-117.2799988,331,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,115877,1,1,1,0,0,0,0.000517598,0,0.090353365,0.001486092,0.000250462,0.000517598,0,0,0,0,0,0,0,0,0,0
EGE,4250,Eagle County Regional Airport,Vail,united states,KEGE,39.64260101,-106.9179993,6548,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,5450,1,1,1,0,0,0,0.000517598,0,0.094400548,0.0054682,0.00026209,0.000517598,0,0,0,0,0,0,0,0,0,0
GUC,7051,Gunnison Crested Butte Regional Airport,Gunnison,united states,KGUC,38.53390121,-106.9329987,7680,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,17462,1,1,1,0,0,0,0.000517598,0,0.094400548,0.0054682,0.00026209,0.000517598,0,0,0,0,0,0,0,0,0,0
HDN,4339,Yampa Valley Airport,Hayden,united states,KHDN,40.48120117,-107.2180023,6606,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,1970,1,1,1,0,0,0,0.000517598,0,0.094400548,0.0054682,0.00026209,0.000517598,0,0,0,0,0,0,0,0,0,0
MTJ,6880,Montrose Regional Airport,Montrose CO,united states,KMTJ,38.50979996,-107.8939972,5759,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,40713,1,1,1,0,0,0,0.000517598,0,0.094400548,0.0054682,0.00026209,0.000517598,0,0,0,0,0,0,0,0,0,0
PUB,3527,Pueblo Memorial Airport,Pueblo,united states,KPUB,38.289100646972656,-104.4970016,4726,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,111750,1,1,1,0,0,0,0.000517598,0,0.094400548,0.0054682,0.00026209,0.000517598,0,0,0,0,0,0,0,0,0,0
EAU,5735,Chippewa Valley Regional Airport,Eau Claire,united states,KEAU,44.86579895019531,-91.48429871,913,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,68866,1,1,1,0,0,0,0.000517598,0,0.083053881,0.000537372,0.000249528,0.000517598,0,0,0,0,0,0,0,0,0,0
TKK,2254,Chuuk International Airport,Chuuk,micronesia,PTKK,7.461870193481445,151.84300231933594,11,10,U,Pacific/Truk,airport,OurAirports,3.75,1,5.5,3,5.5,2.85,5,3,1.5,1,6.5,1,1,3,3.5,3,5.33,6.5,5,5.5,5.5,5.5,6,6,4,4,4.5,5.5,6,48654,0,0,0,0,0,0,0.000517598,0,0.080132785,0.000457367,0.000364623,0.000517598,0,0,0,0,0,0,0,0,0,0
RDD,4098,Redding Municipal Airport,Redding,united states,KRDD,40.50899887,-122.2929993,505,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,91772,1,1,1,0,0,0,0.000517598,0,0.1026573490703058,0.007410656,0.000347225,0.000517598,0,0,0,0,0,0,0,0,0,0
PED,1584,Pardubice Airport,Pardubice,czech republic,LKPD,50.01340103149414,15.73859977722168,741,1,E,Europe/Prague,airport,OurAirports,4.5,3,5,5.5,4.5,4.75,5,5,4.5,3,5.5,3,4.5,4.5,6,6.5,6.25,6,5.5,7,6.5,6.5,7,7,6,6,5.5,6,6,91755,1,1,1,1,1,0,0.000517598,0,0.086787601,0.001129169,0.000250921,0.000517598,0,0,0,0,0,0,0,0,0,0
NYA,6139,Nyagan Airport,Nyagan,russia,USHN,62.110001,65.614998,361,5,N,Asia/Yekaterinburg,airport,OurAirports,6.38,4.5,7.5,8.5,5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,4.04,4,3,4.5,5.5,4,4.5,5.5,4,4,2.5,3.5,3.5,58335,1,0,0,0,0,0,0.001035197,0,0.070563356,7.816983067396623e-05,0.000393222,0.001035197,0,0,0,0,0,0,0,0,0,0
TBW,6466,Donskoye Airport,Tambow,russia,UUOT,52.80609894,41.48279953,413,3,N,Europe/Moscow,airport,OurAirports,6.38,4.5,7.5,8.5,5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,4.04,4,3,4.5,5.5,4,4.5,5.5,4,4,2.5,3.5,3.5,280161,1,0,0,0,0,0,0.000517598,0,0.078151752,0.000304592,0.000257694,0.000517598,0,0,0,0,0,0,0,0,0,0
URS,6157,Kursk East Airport,Kursk,russia,UUOK,51.75059891,36.29560089111328,686,3,N,Europe/Moscow,airport,OurAirports,6.38,4.5,7.5,8.5,5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,4.04,4,3,4.5,5.5,4,4.5,5.5,4,4,2.5,3.5,3.5,415159,1,0,0,0,0,0,0.000517598,0,0.078151752,0.000304592,0.000257694,0.000517598,0,0,0,0,0,0,0,0,0,0
BJZ,1219,Badajoz Airport,Badajoz,spain,LEBZ,38.891300201416016,-6.82133007,609,1,E,Europe/Madrid,airport,OurAirports,6.25,6,6.5,5,7.5,5.3,7,7,4,3.5,5,2,6.5,7,7,4,6.63,6,6,8,8,7,8,5.5,6.5,6,6.5,5,7,152270,1,1,1,1,1,0,0.001035197,0,0.099176105,0.006838953,0.000266044,0.001035197,0,0,0,0,0,0,0,0,0,0
CCK,6315,Cocos (Keeling) Islands Airport,Cocos Keeling Island,cocos (keeling) islands,YPCC,-12.18830013,96.83390045,10,6.5,U,Indian/Cocos,airport,OurAirports,4.75,1,4.5,7,6.5,3.55,4,2,3,8,7.5,2.5,1,2.5,3.5,1.5,5.21,5,4.5,5.5,4.5,5.5,6,5,5,5,4.5,6.5,5.5,596,0,0,0,0,0,0,0.000517598,0,0,8.998795916126649e-33,0.000246827,0,0.000517598,0,0,0,0,0,0,0,0,0
